campaign_id,spend_date,channel,impressions,clicks,spend_usd
1,2024-02-27,email,44643,1024,873.49
1,2024-02-28,organic,30533,1152,561.46
1,2024-02-28,paid_search,6141,1479,1076.12
1,2024-02-29,paid_search,10371,640,456.48
1,2024-02-29,email,31064,927,355.38
1,2024-03-01,paid_search,18403,469,1680.97
1,2024-03-01,partnership,22748,1006,602.51
1,2024-03-01,organic,43878,1453,575.11
1,2024-03-01,referral,43072,302,1345.64
1,2024-03-02,partnership,32129,910,1623.55
1,2024-03-02,email,43968,124,459.06
1,2024-03-03,organic,15262,1434,1909.07
1,2024-03-03,partnership,10732,313,1822.47
1,2024-03-03,email,42369,1344,1835.32
1,2024-03-04,partnership,14730,518,1458.39
1,2024-03-04,facebook,33305,281,1863.2
1,2024-03-04,referral,44630,1184,548.65
1,2024-03-04,email,29939,513,669.59
1,2024-03-05,organic,9644,600,1451.73
1,2024-03-05,email,34044,1272,1305.3
1,2024-03-05,referral,33066,1086,950.34
1,2024-03-06,partnership,10196,807,1805.98
1,2024-03-06,email,20452,1187,1925.57
1,2024-03-07,facebook,14624,286,1161.15
1,2024-03-07,referral,32733,1449,643.75
1,2024-03-07,email,39710,726,683.55
1,2024-03-07,partnership,38263,889,1589.34
1,2024-03-08,organic,10782,1231,550.61
1,2024-03-08,facebook,22917,85,811.82
1,2024-03-08,partnership,27732,201,749.19
1,2024-03-08,email,9265,1402,1899.36
1,2024-03-09,paid_search,26601,1239,1732.98
1,2024-03-09,facebook,14475,314,836.33
1,2024-03-10,partnership,31643,598,1182.78
1,2024-03-10,referral,16359,913,1285.56
1,2024-03-10,organic,35895,564,109.36
1,2024-03-10,facebook,30243,143,376.65
1,2024-03-11,facebook,20990,648,750.64
1,2024-03-11,paid_search,24998,1358,1329.11
1,2024-03-11,organic,33937,1145,1035.61
1,2024-03-11,email,24112,1004,1859.45
1,2024-03-12,paid_search,24708,1462,871.86
1,2024-03-12,email,10611,1089,1348.56
1,2024-03-12,facebook,41506,532,1572.63
1,2024-03-13,paid_search,24223,1321,1170.6
1,2024-03-13,organic,30182,1277,68.02
1,2024-03-14,organic,18791,242,169.48
1,2024-03-14,email,42971,1125,249.39
1,2024-03-14,facebook,10746,1482,1084.2
1,2024-03-15,email,17157,519,1230.47
1,2024-03-15,organic,8030,516,1783.69
1,2024-03-15,partnership,33348,1463,1244.48
1,2024-03-16,facebook,6543,840,119.22
1,2024-03-16,paid_search,22587,411,1500.02
1,2024-03-16,referral,28899,1060,1266.89
1,2024-03-16,organic,25291,488,1574.0
1,2024-03-17,facebook,14397,1129,858.73
1,2024-03-17,organic,35789,250,649.36
1,2024-03-18,organic,17291,1291,364.95
1,2024-03-18,partnership,33992,1126,1371.52
1,2024-03-19,paid_search,13405,1312,1664.78
1,2024-03-19,partnership,33753,436,1899.23
1,2024-03-20,facebook,22736,1423,1493.16
1,2024-03-20,organic,12930,488,1789.88
1,2024-03-21,organic,18645,426,1430.03
1,2024-03-21,paid_search,16735,1450,1452.54
1,2024-03-21,referral,40115,244,749.82
1,2024-03-22,referral,35668,983,68.82
1,2024-03-22,email,21975,268,1468.97
1,2024-03-22,organic,28559,459,169.17
1,2024-03-23,paid_search,24962,300,145.77
1,2024-03-23,email,41179,1346,429.97
1,2024-03-24,facebook,30240,505,749.84
1,2024-03-24,paid_search,12272,818,975.26
1,2024-03-24,email,38739,890,1589.32
1,2024-03-25,organic,26630,566,304.98
1,2024-03-25,referral,43276,287,1270.36
1,2024-03-26,organic,9668,876,1182.07
1,2024-03-26,email,32796,1005,322.92
1,2024-03-26,paid_search,23204,902,791.55
1,2024-03-27,email,31507,788,1648.86
1,2024-03-27,partnership,16989,103,122.6
1,2024-03-27,facebook,15726,1441,1561.8
1,2024-03-28,paid_search,42641,357,236.32
1,2024-03-28,facebook,41386,157,1748.85
1,2024-03-28,referral,7262,913,1471.54
1,2024-03-28,organic,24024,678,1721.55
1,2024-03-29,facebook,17496,383,826.91
1,2024-03-29,paid_search,18102,1305,737.68
1,2024-03-29,partnership,17939,877,1191.14
1,2024-03-29,referral,6776,1469,553.33
1,2024-03-30,paid_search,22227,341,1103.92
1,2024-03-30,organic,23824,1408,557.53
1,2024-03-30,email,42071,716,126.92
1,2024-03-31,referral,37059,583,178.49
1,2024-03-31,paid_search,6476,420,581.48
1,2024-04-01,organic,16049,1363,1513.6
1,2024-04-01,email,18896,1017,1334.05
1,2024-04-02,referral,27657,779,692.26
1,2024-04-02,paid_search,21464,649,1509.1
1,2024-04-03,organic,39537,953,545.45
1,2024-04-03,partnership,8956,89,1678.89
1,2024-04-04,paid_search,17789,1341,408.51
1,2024-04-04,email,36103,1105,1274.09
1,2024-04-05,referral,37613,1214,728.87
1,2024-04-05,partnership,33964,141,1264.72
1,2024-04-06,email,32959,1306,1090.91
1,2024-04-06,facebook,37537,543,1546.04
1,2024-04-07,facebook,33593,679,1356.8
1,2024-04-07,partnership,28904,1495,1057.34
1,2024-04-08,paid_search,38496,956,1299.15
1,2024-04-08,email,10333,548,108.99
1,2024-04-09,facebook,16321,612,694.24
1,2024-04-09,paid_search,32620,766,832.11
1,2024-04-10,referral,40740,468,396.99
1,2024-04-10,organic,17969,803,1059.71
1,2024-04-11,organic,43048,354,1527.08
1,2024-04-11,paid_search,22151,1074,96.97
1,2024-04-12,facebook,30900,830,1336.13
1,2024-04-12,email,42990,842,1436.22
1,2024-04-12,paid_search,23142,525,147.77
1,2024-04-12,referral,8690,1450,1778.08
1,2024-04-13,organic,43646,389,1290.99
1,2024-04-13,partnership,40270,992,1892.13
1,2024-04-14,facebook,34336,1462,286.3
1,2024-04-14,referral,17319,206,957.54
1,2024-04-14,partnership,17269,1170,1270.24
1,2024-04-14,paid_search,35676,519,155.07
1,2024-04-15,paid_search,35219,1477,1827.85
1,2024-04-15,organic,37890,500,1003.35
1,2024-04-16,facebook,11515,1407,851.52
1,2024-04-16,paid_search,39585,884,387.38
1,2024-04-16,partnership,35110,499,328.89
1,2024-04-17,organic,26234,943,752.71
1,2024-04-17,referral,37944,387,1143.23
1,2024-04-17,facebook,18862,1285,1163.86
1,2024-04-18,referral,13893,610,1660.1
1,2024-04-18,partnership,10418,437,1185.8
1,2024-04-18,organic,22958,303,1682.49
1,2024-04-19,organic,15311,1454,919.3
1,2024-04-19,facebook,36072,951,140.74
1,2024-04-19,partnership,10135,1109,1842.37
1,2024-04-20,partnership,29370,1388,1505.75
1,2024-04-20,email,7223,1130,192.17
1,2024-04-20,facebook,11111,1307,1725.74
1,2024-04-20,organic,20459,1050,110.82
1,2024-04-21,facebook,37964,557,1992.91
1,2024-04-21,organic,38611,757,953.07
1,2024-04-22,email,6853,900,684.85
1,2024-04-22,paid_search,24324,156,1167.65
1,2024-04-23,email,10895,864,1490.46
1,2024-04-23,facebook,35250,1393,1572.27
1,2024-04-24,referral,6893,354,487.15
1,2024-04-24,facebook,24626,528,1456.91
1,2024-04-25,partnership,44460,1336,1513.08
1,2024-04-25,email,18135,599,1855.68
1,2024-04-25,referral,8429,773,851.81
1,2024-04-26,paid_search,37771,1349,599.61
1,2024-04-26,organic,39542,609,194.92
1,2024-04-27,paid_search,17860,1447,1088.76
1,2024-04-27,facebook,25648,1368,136.21
1,2024-04-28,partnership,14354,904,805.42
1,2024-04-28,referral,35598,865,1432.18
1,2024-04-28,paid_search,42044,1155,549.92
1,2024-04-28,facebook,20574,981,1574.59
1,2024-04-29,partnership,29457,1108,70.84
1,2024-04-29,facebook,21002,1173,100.56
1,2024-04-29,organic,21812,516,1441.63
1,2024-04-29,paid_search,39964,250,604.9
1,2024-04-30,organic,18497,125,66.02
1,2024-04-30,paid_search,19112,396,1708.39
1,2024-05-01,paid_search,36907,435,222.6
1,2024-05-01,email,44276,412,1763.7
1,2024-05-01,facebook,26139,1041,223.23
1,2024-05-01,referral,40069,699,590.06
1,2024-05-02,email,38114,690,990.53
1,2024-05-02,referral,25127,387,1707.34
1,2024-05-02,facebook,37567,1389,1231.91
1,2024-05-02,paid_search,33671,101,1447.68
1,2024-05-03,organic,24686,625,263.99
1,2024-05-03,paid_search,10624,90,1514.75
1,2024-05-03,referral,37470,156,1551.07
1,2024-05-03,email,28444,797,1089.35
1,2024-05-04,partnership,29527,641,1071.1
1,2024-05-04,organic,37139,983,1346.88
1,2024-05-04,paid_search,40554,1258,312.29
1,2024-05-04,referral,12929,1496,316.93
1,2024-05-05,partnership,17325,1280,408.73
1,2024-05-05,facebook,35317,1023,94.49
1,2024-05-06,facebook,44148,1297,1685.09
1,2024-05-06,referral,27011,297,1880.19
1,2024-05-07,facebook,8459,285,132.55
1,2024-05-07,organic,31770,1012,1738.77
1,2024-05-07,partnership,27539,1205,1811.14
1,2024-05-08,referral,18535,1047,1043.8
1,2024-05-08,facebook,39353,1264,702.14
1,2024-05-09,referral,18650,1362,1921.07
1,2024-05-09,paid_search,38557,1230,274.61
1,2024-05-10,partnership,32369,1290,521.57
1,2024-05-10,facebook,30746,449,1019.11
1,2024-05-10,referral,38466,688,1536.46
1,2024-05-10,email,24624,1123,56.15
1,2024-05-11,organic,24596,491,1673.74
1,2024-05-11,paid_search,12370,468,1582.06
1,2024-05-11,referral,21817,649,690.57
1,2024-05-12,facebook,44078,481,236.05
1,2024-05-12,paid_search,18034,347,271.09
1,2024-05-13,partnership,23349,1403,1673.71
1,2024-05-13,paid_search,41024,1017,1480.04
1,2024-05-13,referral,38192,374,1697.54
1,2024-05-13,facebook,32189,1087,573.38
1,2024-05-14,paid_search,30088,644,457.42
1,2024-05-14,facebook,10412,181,1013.39
1,2024-05-14,partnership,12021,1031,1209.78
1,2024-05-15,email,6953,1135,1831.46
1,2024-05-15,organic,39277,342,815.52
1,2024-05-15,paid_search,15935,105,217.75
1,2024-05-16,facebook,24301,256,1615.47
1,2024-05-16,partnership,32989,871,524.69
1,2024-05-16,organic,23682,558,114.37
1,2024-05-17,email,8857,660,865.05
1,2024-05-17,partnership,12066,1168,713.47
1,2024-05-18,partnership,26361,1050,648.55
1,2024-05-18,referral,39805,151,496.11
1,2024-05-18,organic,29669,603,1586.57
1,2024-05-19,paid_search,44814,1469,664.88
1,2024-05-19,referral,35817,137,69.24
1,2024-05-20,facebook,32394,480,1130.16
1,2024-05-20,referral,17681,1267,760.98
1,2024-05-20,partnership,43798,311,492.19
1,2024-05-21,referral,40139,275,1259.39
1,2024-05-21,partnership,28167,166,1052.35
1,2024-05-21,organic,33940,960,889.66
1,2024-05-22,referral,9177,731,1321.64
1,2024-05-22,email,43523,747,193.61
1,2024-05-22,organic,16805,125,1575.99
1,2024-05-22,partnership,21211,1372,345.0
1,2024-05-23,paid_search,35348,856,754.59
1,2024-05-23,email,20091,321,1557.02
1,2024-05-23,referral,25099,802,1720.01
1,2024-05-23,organic,26135,186,787.76
1,2024-05-24,partnership,24271,1479,604.54
1,2024-05-24,facebook,19045,132,454.43
1,2024-05-24,organic,26337,409,394.2
1,2024-05-24,referral,17268,139,95.15
1,2024-05-25,email,28162,1469,1169.01
1,2024-05-25,paid_search,33014,507,1915.89
1,2024-05-25,referral,32234,792,1959.87
1,2024-05-26,organic,27321,816,97.74
1,2024-05-26,partnership,43674,261,649.93
1,2024-05-26,paid_search,28088,1265,1672.48
1,2024-05-26,facebook,14256,353,933.79
1,2024-05-27,email,28454,1168,471.06
1,2024-05-27,organic,43347,354,1581.24
1,2024-05-27,partnership,34647,1057,485.79
1,2024-05-27,facebook,11934,561,1846.13
1,2024-05-28,organic,35771,648,1675.8
1,2024-05-28,partnership,37765,673,147.58
1,2024-05-29,email,42781,1151,207.32
1,2024-05-29,paid_search,34409,1092,1049.07
1,2024-05-29,organic,6655,1415,1073.28
1,2024-05-30,email,17978,1403,1220.81
1,2024-05-30,facebook,41218,1188,1943.41
1,2024-05-30,organic,6787,727,1438.95
1,2024-05-31,partnership,16637,379,1615.52
1,2024-05-31,facebook,26817,593,1766.7
1,2024-05-31,organic,24422,773,1631.08
1,2024-06-01,paid_search,35660,1281,1461.09
1,2024-06-01,referral,32121,234,1564.55
1,2024-06-01,partnership,35587,289,1054.73
1,2024-06-01,facebook,9844,1445,1834.35
1,2024-06-02,facebook,12322,647,1667.73
1,2024-06-02,partnership,35243,252,1522.38
1,2024-06-03,facebook,16195,104,585.25
1,2024-06-03,partnership,6664,428,152.78
1,2024-06-04,email,23600,286,115.9
1,2024-06-04,paid_search,7246,88,1590.1
1,2024-06-05,facebook,22546,316,1281.2
1,2024-06-05,partnership,37583,1108,1631.83
1,2024-06-06,referral,10869,412,1591.18
1,2024-06-06,paid_search,15739,1090,372.18
1,2024-06-06,organic,16313,1392,1276.75
1,2024-06-06,partnership,16010,1147,493.99
1,2024-06-07,referral,39446,874,1704.49
1,2024-06-07,email,6289,1009,992.34
1,2024-06-08,partnership,6086,80,1246.58
1,2024-06-08,paid_search,18100,1214,1284.88
1,2024-06-08,organic,18913,343,179.43
1,2024-06-09,organic,42476,762,1095.52
1,2024-06-09,referral,28180,1195,1177.49
1,2024-06-10,referral,8045,787,1803.07
1,2024-06-10,paid_search,17004,698,1535.87
1,2024-06-11,organic,31112,772,1647.35
1,2024-06-11,paid_search,32647,601,261.09
1,2024-06-12,facebook,23930,1259,466.45
1,2024-06-12,email,11655,933,1095.7
1,2024-06-12,organic,30415,259,692.3
1,2024-06-13,facebook,14113,1038,1084.16
1,2024-06-13,partnership,12662,411,227.62
1,2024-06-13,email,20999,765,1454.95
1,2024-06-14,referral,7039,971,322.63
1,2024-06-14,email,17702,1293,1601.71
1,2024-06-15,email,14133,1255,731.33
1,2024-06-15,paid_search,13016,309,1913.03
1,2024-06-15,partnership,25231,373,1863.3
1,2024-06-15,organic,22237,522,194.53
1,2024-06-16,partnership,31054,950,1722.32
1,2024-06-16,email,21982,614,428.44
1,2024-06-17,paid_search,33234,666,861.68
1,2024-06-17,referral,15316,1226,643.04
1,2024-06-17,organic,25021,497,1772.44
1,2024-06-17,facebook,17259,535,611.57
1,2024-06-18,paid_search,20544,528,238.9
1,2024-06-18,partnership,19535,564,319.58
1,2024-06-18,organic,39604,901,1531.87
1,2024-06-19,partnership,6973,244,257.52
1,2024-06-19,referral,6095,1287,1990.42
1,2024-06-20,partnership,38896,838,427.14
1,2024-06-20,referral,35813,909,843.81
1,2024-06-20,facebook,19686,964,639.74
1,2024-06-21,email,29198,224,272.92
1,2024-06-21,facebook,17095,464,1645.24
1,2024-06-21,paid_search,44710,169,1074.52
1,2024-06-21,referral,32954,356,1704.13
1,2024-06-22,paid_search,17931,1007,1887.7
1,2024-06-22,partnership,16646,671,1802.72
1,2024-06-22,referral,42600,872,304.31
1,2024-06-23,paid_search,27877,331,373.08
1,2024-06-23,facebook,6713,641,1026.29
1,2024-06-23,referral,35034,778,1127.9
1,2024-06-24,facebook,10717,768,1330.43
1,2024-06-24,referral,28763,1019,329.15
1,2024-06-24,paid_search,10160,802,1651.75
1,2024-06-25,paid_search,33933,977,1925.65
1,2024-06-25,facebook,7498,1303,1866.04
1,2024-06-25,email,21526,137,283.58
1,2024-06-26,organic,12772,1299,1471.97
1,2024-06-26,facebook,9496,363,606.94
1,2024-06-26,paid_search,24341,222,985.08
1,2024-06-27,paid_search,40117,475,875.68
1,2024-06-27,facebook,23309,1367,1044.06
1,2024-06-27,email,20067,653,838.56
1,2024-06-28,email,15831,957,853.25
1,2024-06-28,paid_search,40504,1394,1710.95
1,2024-06-28,partnership,25942,1186,1804.59
1,2024-06-29,referral,29737,528,1891.63
1,2024-06-29,organic,12494,488,623.58
1,2024-06-29,partnership,16492,255,1450.14
1,2024-06-29,paid_search,25716,642,171.79
1,2024-06-30,email,24785,128,527.76
1,2024-06-30,facebook,38914,379,1282.28
1,2024-06-30,paid_search,18328,832,1951.74
1,2024-07-01,partnership,35710,643,1677.68
1,2024-07-01,facebook,36040,115,1511.81
1,2024-07-01,email,11056,345,432.16
1,2024-07-01,organic,21444,607,760.47
1,2024-07-02,organic,13053,1122,506.83
1,2024-07-02,paid_search,15800,1282,295.35
1,2024-07-03,organic,16672,766,683.07
1,2024-07-03,facebook,34882,1039,308.69
1,2024-07-03,partnership,33879,726,1951.6
1,2024-07-03,email,22624,1279,1823.66
1,2024-07-04,email,34873,680,851.91
1,2024-07-04,partnership,29402,189,522.24
1,2024-07-04,organic,30366,1063,309.39
1,2024-07-04,facebook,35029,754,474.91
1,2024-07-05,organic,38324,529,566.84
1,2024-07-05,facebook,38217,430,147.24
1,2024-07-05,partnership,38546,1113,1183.43
1,2024-07-06,partnership,26156,1226,168.25
1,2024-07-06,paid_search,18063,646,1672.03
1,2024-07-06,email,28492,493,1016.93
1,2024-07-06,organic,20144,705,1019.98
1,2024-07-07,facebook,11032,821,562.44
1,2024-07-07,referral,25112,248,795.98
1,2024-07-07,email,44533,657,1430.9
1,2024-07-08,facebook,7538,632,1861.75
1,2024-07-08,paid_search,13231,1108,541.24
1,2024-07-08,partnership,40552,609,94.42
1,2024-07-09,paid_search,25031,317,1043.75
1,2024-07-09,referral,32278,1055,875.84
1,2024-07-09,partnership,12333,460,1816.84
1,2024-07-10,paid_search,19462,196,1791.14
1,2024-07-10,referral,33760,1230,457.63
1,2024-07-10,partnership,30402,1149,1878.67
1,2024-07-10,organic,39923,228,894.22
1,2024-07-11,referral,18359,1462,1970.26
1,2024-07-11,organic,44278,1081,732.19
1,2024-07-12,organic,26804,1454,510.33
1,2024-07-12,referral,18939,377,1444.83
1,2024-07-13,referral,22218,489,1370.45
1,2024-07-13,partnership,35535,531,1942.66
1,2024-07-14,email,23348,1346,1444.16
1,2024-07-14,facebook,24125,880,1074.59
1,2024-07-14,partnership,14279,766,1487.56
1,2024-07-15,facebook,35549,1202,965.77
1,2024-07-15,organic,15997,1023,1231.17
1,2024-07-15,referral,37520,169,1885.38
1,2024-07-15,partnership,34814,795,1839.59
1,2024-07-16,referral,15111,1220,1210.32
1,2024-07-16,organic,12649,513,536.12
1,2024-07-16,paid_search,26277,691,342.85
1,2024-07-17,organic,30176,353,436.83
1,2024-07-17,facebook,33718,1128,293.36
1,2024-07-17,referral,26239,687,1128.86
1,2024-07-18,partnership,18184,91,1552.18
1,2024-07-18,email,27552,1063,1496.92
1,2024-07-18,facebook,37918,856,251.33
1,2024-07-18,organic,27811,1173,605.96
1,2024-07-19,email,42968,1243,1523.21
1,2024-07-19,organic,10874,548,1138.61
1,2024-07-19,referral,7279,141,399.93
1,2024-07-20,partnership,22067,211,1047.08
1,2024-07-20,email,15792,479,395.57
1,2024-07-20,paid_search,19340,521,310.1
1,2024-07-20,organic,32746,927,1869.99
1,2024-07-21,partnership,43950,91,1278.41
1,2024-07-21,paid_search,11904,291,353.15
1,2024-07-22,email,26606,794,1240.26
1,2024-07-22,paid_search,14519,1016,1446.89
1,2024-07-22,organic,8207,1289,441.6
1,2024-07-23,organic,17061,568,1262.2
1,2024-07-23,paid_search,20857,1199,682.49
1,2024-07-24,email,30741,1128,1440.17
1,2024-07-24,paid_search,41971,1432,163.44
1,2024-07-25,paid_search,14225,1059,344.39
1,2024-07-25,email,12863,1324,1447.55
1,2024-07-26,referral,28490,905,1345.64
1,2024-07-26,facebook,19105,1254,873.67
1,2024-07-27,paid_search,40508,255,1721.5
1,2024-07-27,facebook,37565,777,211.04
1,2024-07-27,partnership,26552,500,665.62
1,2024-07-27,organic,19480,600,870.58
1,2024-07-28,facebook,36439,275,1844.34
1,2024-07-28,paid_search,36034,625,1897.47
1,2024-07-29,facebook,14510,332,998.55
1,2024-07-29,email,10195,1038,1782.41
1,2024-07-29,paid_search,13808,336,1108.88
1,2024-07-29,partnership,19446,1373,399.18
1,2024-07-30,paid_search,18303,343,788.1
1,2024-07-30,partnership,21683,130,1645.38
1,2024-07-31,referral,33638,322,676.37
1,2024-07-31,facebook,21036,988,1926.69
1,2024-08-01,referral,40059,1370,1776.59
1,2024-08-01,facebook,37767,778,1951.06
1,2024-08-01,organic,6570,811,1875.63
1,2024-08-02,organic,33655,246,1794.98
